id,raw_text,normalized_text,label,aspect,style,noise_types,difficulty,canonical_group_id,generation_batch,approved
curated-v2-0231,Không có ổn định thân.,Không có ổn định thân.,negative,an toàn,short,[],easy,curated-v2-g0231,curated-v2,approved
curated-v2-0232,"An toàn cơ bản, đủ chuẩn.","An toàn cơ bản, đủ chuẩn.",neutral,an toàn,short,[],easy,curated-v2-g0232,curated-v2,approved
curated-v2-0233,"Màn hình to, nét.","Màn hình to, nét.",positive,công nghệ & tiện nghi,short,[],easy,curated-v2-g0233,curated-v2,approved
curated-v2-0234,"App hay lỗi, kết nối chậm.","App hay lỗi, kết nối chậm.",negative,công nghệ & tiện nghi,short,[],easy,curated-v2-g0234,curated-v2,approved
curated-v2-0235,CarPlay nối liền mạch.,CarPlay nối liền mạch.,positive,công nghệ & tiện nghi,short,[],easy,curated-v2-g0235,curated-v2,approved
curated-v2-0236,"Loa thường, âm thanh tạm.","Loa thường, âm thanh tạm.",neutral,công nghệ & tiện nghi,short,[],easy,curated-v2-g0236,curated-v2,approved
curated-v2-0237,"Bảo dưỡng rẻ, nhân viên nhiệt tình.","Bảo dưỡng rẻ, nhân viên nhiệt tình.",positive,dịch vụ hậu mãi,short,[],easy,curated-v2-g0237,curated-v2,approved
curated-v2-0238,Chờ phụ tùng 3 tuần.,Chờ phụ tùng 3 tuần.,negative,dịch vụ hậu mãi,short,[],easy,curated-v2-g0238,curated-v2,approved
curated-v2-0239,Hotline không ai nghe.,Hotline không ai nghe.,negative,dịch vụ hậu mãi,short,[],easy,curated-v2-g0239,curated-v2,approved
curated-v2-0240,"Đặt lịch online, có xe đưa đón.","Đặt lịch online, có xe đưa đón.",positive,dịch vụ hậu mãi,short,[],easy,curated-v2-g0240,curated-v2,approved
curated-v2-0241,"Bảo hành tiêu chuẩn, không thêm gì.","Bảo hành tiêu chuẩn, không thêm gì.",neutral,dịch vụ hậu mãi,short,[],easy,curated-v2-g0241,curated-v2,approved
curated-v2-0242,"Thiết kế Vinfast VF 6 nhìn quáaa đẹp ngoài đời, ảnh chụp không nổi bằng.","Thiết kế Vinfast Vinfast 6 nhìn quá đẹp ngoài đời, ảnh chụp không nổi bằng.",positive,thiết kế,short,"[""elongation""]",medium,curated-v2-g0242,curated-v2,approved
curated-v2-0243,"Toyota Yaris Cross an toàn cơ bản dc, thêm camera 360 thì tốt hơn.","Toyota Yaris Cross an toàn cơ bản được, thêm camera 360 thì tốt hơn.",neutral,an toàn,short,"[""teencode""]",medium,curated-v2-g0243,curated-v2,approved
curated-v2-0244,"Kia K5 đèn hậu đẹp quáaa, ban đêm nhìn từ xa là thấy liền.","Kia K5 đèn hậu đẹp quá, ban đêm nhìn từ xa là thấy liền.",positive,thiết kế,short,"[""elongation""]",easy,curated-v2-g0244,curated-v2,approved
curated-v2-0245,"Vinfast VF 5 Plus ko có túi khí rèm, hơi tiếc chỗ này.","Vinfast Vinfast 5 Plus không có túi khí rèm, hơi tiếc chỗ này.",negative,an toàn,short,"[""teencode""]",easy,curated-v2-g0245,curated-v2,approved
curated-v2-0246,"Toyota Camry có sạc điện thoại cx tiện, để điện thoại xuống là chạy.","Toyota Camry có sạc điện thoại cũng tiện, để điện thoại xuống là chạy.",positive,công nghệ & tiện nghi,short,"[""teencode""]",medium,curated-v2-g0246,curated-v2,approved
curated-v2-0247,"Hyundai Accent bản base màn hình nhỏ quá, nhìn chưa hiện đại 😐","Hyundai Accent bản base màn hình nhỏ quá, nhìn chưa hiện đại 😐",neutral,công nghệ & tiện nghi,short,"[""emoji""]",easy,curated-v2-g0247,curated-v2,approved
curated-v2-0248,"Vinfast VF 9 camera 360 nét, đáng tiền đấy.","Vinfast Vinfast 9 camera 360 nét, đáng tiền đấy.",positive,an toàn,short,[],easy,curated-v2-g0248,curated-v2,approved
curated-v2-0249,Thiết kế Mazda3 kiểu nữa là lỗi thời rồi.,Thiết kế Mazda3 kiểu nữa là lỗi thời rồi.,negative,thiết kế,short,[],medium,curated-v2-g0249,curated-v2,approved
curated-v2-0250,"Màn hình Ford Everest đơ liên tục, cập nhật hoài không hết lỗi 😡","Màn hình Ford Everest đơ liên tục, cập nhật hoài không hết lỗi 😡",negative,công nghệ & tiện nghi,short,"[""emoji""]",medium,curated-v2-g0250,curated-v2,approved
curated-v2-0251,"Bảo dưỡng Toyota hết 800k, hợp lý.","Bảo dưỡng Toyota hết 800k, hợp lý.",neutral,dịch vụ hậu mãi,short,[],easy,curated-v2-g0251,curated-v2,approved
curated-v2-0252,"Đại lý Vinfast hổ trợ lịch hẹn nhanh, có xe đưa đón.","Đại lý Vinfast hổ trợ lịch hẹn nhanh, có xe đưa đón.",positive,dịch vụ hậu mãi,short,"[""missing_diacritics""]",medium,curated-v2-g0252,curated-v2,approved
curated-v2-0253,"Vinfast VF 7 ngoại hình này chắc 5 năm nữa nhìn vẫn ok, thời thượng mà không quá mốt.","Vinfast Vinfast 7 ngoại hình này chắc 5 năm nữa nhìn vẫn ok, thời thượng mà không quá mốt.",positive,thiết kế,conversational,[],easy,curated-v2-g0253,curated-v2,approved
curated-v2-0254,"Toyota Fortuner Legender mặt ca-lăng to nhìn hơi lố, nhưng khách doanh nhân thích.","Toyota Fortuner Legender mặt ca-lăng to nhìn hơi lố, nhưng khách doanh nhân thích.",neutral,thiết kế,conversational,[],medium,curated-v2-g0254,curated-v2,approved
curated-v2-0255,"Vinfast VF 6 đuôi xe nhìn từ xa cứ tưởng xe sang loại lớn, thiết kế đắt giá thật.","Vinfast Vinfast 6 đuôi xe nhìn từ xa cứ tưởng xe sang loại lớn, thiết kế đắt giá thật.",positive,thiết kế,conversational,[],easy,curated-v2-g0255,curated-v2,approved
curated-v2-0256,"Kia Seltos mâm 17 inch xấu quá, đổi mâm khác tốn thêm 8 triệu nữa 😡","Kia Seltos mâm 17 inch xấu quá, đổi mâm khác tốn thêm 8 triệu nữa 😡",negative,thiết kế,conversational,"[""emoji""]",medium,curated-v2-g0256,curated-v2,approved
curated-v2-0257,"Toyota Innova Cross nhìn ngoài giống xe khách 9 chỗ, đúng chất gia đình Việt luôn.","Toyota Innova Cross nhìn ngoài giống xe khách 9 chỗ, đúng chất gia đình Việt luôn.",neutral,thiết kế,conversational,[],medium,curated-v2-g0257,curated-v2,approved
curated-v2-0258,"Vinfast VF 9 to như con tàu, đỗ bãi xe chung cư tôi là mê cung mới mở được.","Vinfast Vinfast 9 to như con tàu, đỗ bãi xe chung cư tôi là mê cung mới mở được.",neutral,thiết kế,conversational,[],medium,curated-v2-g0258,curated-v2,approved
curated-v2-0259,"Mercedes GLB thiết kế vuông vức kiểu hộp, ai thích dáng tròn trĩnh sẽ không hợp.","Mercedes GLB thiết kế vuông vức kiểu hộp, ai thích dáng tròn trĩnh sẽ không hợp.",negative,thiết kế,conversational,[],medium,curated-v2-g0259,curated-v2,approved
curated-v2-0260,"Toyota Camry đèn hậu đêm qua nhìn phát mê luôn, kiểu led chạy dọc sang phết.","Toyota Camry đèn hậu đêm qua nhìn phát mê luôn, kiểu led chạy dọc sang phết.",positive,thiết kế,conversational,[],easy,curated-v2-g0260,curated-v2,approved
curated-v2-0261,"Vinfast VF 5 Plus chạy app đặt xe mở khóa tự động, hành khách lên xe không cần chìa khóa.","Vinfast Vinfast 5 Plus chạy app đặt xe mở khóa tự động, hành khách lên xe không cần chìa khóa.",positive,công nghệ & tiện nghi,conversational,[],medium,curated-v2-g0261,curated-v2,approved
curated-v2-0262,"Toyota Vios màn hình có CarPlay nhưng dây cắm hay lỏng, thi thoảng ngắt giữa chừng khó chịu.","Toyota Vios màn hình có CarPlay nhưng dây cắm hay lỏng, thi thoảng ngắt giữa chừng khó chịu.",negative,công nghệ & tiện nghi,conversational,[],easy,curated-v2-g0262,curated-v2,approved
curated-v2-0263,"Vinfast VF 8 có đầu tư loa 14 cái nghe hay, nhạc bass dày mà không chát tai.","Vinfast Vinfast 8 có đầu tư loa 14 cái nghe hay, nhạc bass dày mà không chát tai.",positive,công nghệ & tiện nghi,conversational,[],medium,curated-v2-g0263,curated-v2,approved
curated-v2-0264,"Kia Morning không có điều hòa tự động, chỉnh tay mỗi sáng trời rét là phiền lắm rồi.","Kia Morning không có điều hòa tự động, chỉnh tay mỗi sáng trời rét là phiền lắm rồi.",negative,công nghệ & tiện nghi,conversational,[],easy,curated-v2-g0264,curated-v2,approved
curated-v2-0265,"Hyundai Crena có Apple CarPlay không dây chạy mượt, nghe nhạc offline online đều ổn.","Hyundai Crena có Apple CarPlay không dây chạy mượt, nghe nhạc offline online đều ổn.",neutral,công nghệ & tiện nghi,conversational,[],easy,curated-v2-g0265,curated-v2,approved
curated-v2-0266,"Toyota Fortuner có ghế lái chỉnh điện nhớ 2 vị trí, đổi người chạy là 1 nút xong.","Toyota Fortuner có ghế lái chỉnh điện nhớ 2 vị trí, đổi người chạy là 1 nút xong.",positive,công nghệ & tiện nghi,conversational,[],medium,curated-v2-g0266,curated-v2,approved
curated-v2-0267,"Vinfast VF 7 có app mở khóa và khởi động từ xa, mùa đông sưởi xe trước khi lên như khách sạn.","Vinfast Vinfast 7 có app mở khóa và khởi động từ xa, mùa đông sưởi xe trước khi lên như khách sạn.",positive,công nghệ & tiện nghi,conversational,[],medium,curated-v2-g0267,curated-v2,approved
curated-v2-0268,"Toyota Yaris Cross camera lùi nét thấp, trời tối nhìn màn hình cứ mờ mờ lo lo.","Toyota Yaris Cross camera lùi nét thấp, trời tối nhìn màn hình cứ mờ mờ lo lo.",negative,công nghệ & tiện nghi,conversational,[],easy,curated-v2-g0268,curated-v2,approved
curated-v2-0269,"Vinfast VF 6 sưởi ghế mùa đông Bắc Bộ là chân lý, không tưởng tượng nổi sống thiếu nó.","Vinfast Vinfast 6 sưởi ghế mùa đông Bắc Bộ là chân lý, không tưởng tượng nổi sống thiếu nó.",positive,công nghệ & tiện nghi,conversational,[],easy,curated-v2-g0269,curated-v2,approved
curated-v2-0270,"Mitsubishi Attrage có cruise control đơn giản, giữ tốc là chính, đỡ mỏi chân đường dài.","Mitsubishi Attrage có cruise control đơn giản, giữ tốc là chính, đỡ mỏi chân đường dài.",neutral,công nghệ & tiện nghi,conversational,[],easy,curated-v2-g0270,curated-v2,approved
curated-v2-0271,"Bảo dưỡng Toyota Vios mỗi 5.000 km, chủ xe gọi hotline được nhắc lịch không cần nhớ.","Bảo dưỡng Toyota Vios mỗi 5.000 km, chủ xe gọi hotline được nhắc lịch không cần nhớ.",positive,dịch vụ hậu mãi,conversational,[],easy,curated-v2-g0271,curated-v2,approved
curated-v2-0272,"Vinfast VF 7 đại lý giờ mở khắp tỉnh, đi tỉnh nào cũng có chỗ sửa pin để ý.","Vinfast Vinfast 7 đại lý giờ mở khắp tỉnh, đi tỉnh nào cũng có chỗ sửa pin để ý.",positive,dịch vụ hậu mãi,conversational,[],medium,curated-v2-g0272,curated-v2,approved
curated-v2-0273,"Kia Seltos báo giá thay lốp gồm cả công cân chỉnh, không phát sinh thêm đồng nào.","Kia Seltos báo giá thay lốp gồm cả công cân chỉnh, không phát sinh thêm đồng nào.",positive,dịch vụ hậu mãi,conversational,[],easy,curated-v2-g0273,curated-v2,approved
curated-v2-0274,"Toyota Fortuner đặt lịch bảo dưỡng phải chờ 5 ngày, đông khách quá thì phải nói trước.","Toyota Fortuner đặt lịch bảo dưỡng phải chờ 5 ngày, đông khách quá thì phải nói trước.",neutral,dịch vụ hậu mãi,conversational,[],medium,curated-v2-g0274,curated-v2,approved
curated-v2-0275,"Hyundai Tucson sửa máy lạnh mất 2 tuần, mùa hè oi ả mà xe nằm đại lý là cực hình.","Hyundai Tucson sửa máy lạnh mất 2 tuần, mùa hè oi ả mà xe nằm đại lý là cực hình.",negative,dịch vụ hậu mãi,conversational,[],easy,curated-v2-g0275,curated-v2,approved
curated-v2-0276,"Vinfast VF 6 bảo dưỡng định kỳ báo qua app, xe vào giờ hẹn chính xác tới phút.","Vinfast Vinfast 6 bảo dưỡng định kỳ báo qua app, xe vào giờ hẹn chính xác tới phút.",positive,dịch vụ hậu mãi,conversational,[],easy,curated-v2-g0276,curated-v2,approved
curated-v2-0277,"Ford Territory chính sách bảo hành đọc kỹ lại thấy nhiều điều khoản trừ, hơi bức xúc.","Ford Territory chính sách bảo hành đọc kỹ lại thấy nhiều điều khoản trừ, hơi bức xúc.",negative,dịch vụ hậu mãi,conversational,[],medium,curated-v2-g0277,curated-v2,approved
curated-v2-0278,"Mazda CX-5 nhân viên kỹ thuật giải thích từng hạng mục thay thế, trong veo hết mức.","Mazda cũng-5 nhân viên kỹ thuật giải thích từng hạng mục thay thế, trong veo hết mức.",positive,dịch vụ hậu mãi,conversational,[],easy,curated-v2-g0278,curated-v2,approved
curated-v2-0279,"Toyota Innova Cross đổi nhớt thêm gói bảo dưỡng trọn gói 5 năm, tính ra tiết kiệm 20%.","Toyota Innova Cross đổi nhớt thêm gói bảo dưỡng trọn gói 5 năm, tính ra tiết kiệm 20%.",positive,dịch vụ hậu mãi,conversational,[],medium,curated-v2-g0279,curated-v2,approved
curated-v2-0280,"Honda CR-V đại lý gọi nhắc bảo dưỡng 3 lần trong tuần, phiền thật sự không cần thiết.","Honda CR-V đại lý gọi nhắc bảo dưỡng 3 lần trong tuần, phiền thật sự không cần thiết.",negative,dịch vụ hậu mãi,conversational,[],easy,curated-v2-g0280,curated-v2,approved
curated-v2-0281,"Vinfast VF 8 bảo hành 10 năm pin, chạy taxi cũng đỡ lo chuyện pin xuống cấp.","Vinfast Vinfast 8 bảo hành 10 năm pin, chạy taxi cũng đỡ lo chuyện pin xuống cấp.",positive,dịch vụ hậu mãi,conversational,[],easy,curated-v2-g0281,curated-v2,approved
curated-v2-0282,"Giá xe Hyundai Accent giảm gần 40 triệu so với đầu năm, mua lúc này là hợp lý nhất.","Giá xe Hyundai Accent giảm gần 40 triệu so với đầu năm, mua lúc này là hợp lý nhất.",positive,giá cả,review,[],easy,curated-v2-g0282,curated-v2,approved
curated-v2-0283,"Lăn bánh 3 năm bán lại Toyota Yaris Cross, tôi mất chưa tới 15%, giữ tiền thật sự tốt.","Lăn bánh 3 năm bán lại Toyota Yaris Cross, tôi mất chưa tới 15%, giữ tiền thật sự tốt.",positive,giá cả,review,[],medium,curated-v2-g0283,curated-v2,approved
curated-v2-0284,"Vinfast VF 6 bản cao đầu đủ tiện nghi mà rẻ hơn đối thủ Nhật chừng 120 triệu, đáng tiền thật.","Vinfast Vinfast 6 bản cao đầu đủ tiện nghi mà rẻ hơn đối thủ Nhật chừng 120 triệu, đáng tiền thật.",positive,giá cả,review,[],medium,curated-v2-g0284,curated-v2,approved
curated-v2-0285,"Chi phí owning của xe điện Vinfast thấp hơn xe xăng rõ rệt, sạc ở nhà chỉ tốn vài trăm nghìn tháng.","Chi phí owning của xe điện Vinfast thấp hơn xe xăng rõ rệt, sạc ở nhà chỉ tốn vài trăm nghìn tháng.",positive,giá cả,review,[],medium,curated-v2-g0285,curated-v2,approved
curated-v2-0286,"Kia K3 lăn bánh dưới 700 triệu bản tầm trung, so với Mazda3 thì mềm hơn một chút.","Kia K3 lăn bánh dưới 700 triệu bản tầm trung, so với Mazda3 thì mềm hơn một chút.",positive,giá cả,comparison,[],easy,curated-v2-g0286,curated-v2,approved
curated-v2-0287,"Toyota Fortuner bán lại được giá, năm thứ 5 vẫn lấy về gần 70% giá mua, quá hời.","Toyota Fortuner bán lại được giá, năm thứ 5 vẫn lấy về gần 70% giá mua, quá hời.",positive,giá cả,comparison,[],medium,curated-v2-g0287,curated-v2,approved
curated-v2-0288,"Mercedes GLC đắt hơn BMW X3 khoảng 80 triệu cùng bản, nhưng lại được nhiều đồ chơi hơn.","Mercedes GLC đắt hơn BMW X3 khoảng 80 triệu cùng bản, nhưng lại được nhiều đồ chơi hơn.",positive,giá cả,comparison,[],medium,curated-v2-g0288,curated-v2,approved
curated-v2-0289,"Hyundai Stargazer giá đang thấp nhất phân khúc MPV 7 chỗ, hợp gia đình đông người ít tiền.","Hyundai Stargazer giá đang thấp nhất phân khúc MPV 7 chỗ, hợp gia đình đông người ít tiền.",positive,giá cả,comment,[],easy,curated-v2-g0289,curated-v2,approved
curated-v2-0290,"Mua Toyota Vios bảnbase giờ lăn bánh chưa tới 500 triệu, rẻ chưa thấy trước đây.","Mua Toyota Vios bảnbase giờ lăn bánh chưa tới 500 triệu, rẻ chưa thấy trước đây.",positive,giá cả,comment,"[""brand_alias""]",easy,curated-v2-g0290,curated-v2,approved
curated-v2-0291,"Vinfast VF 5 Plus giờ cx dễ mua hơn trước, đại lý giảm thêm 20 triệu kèm phụ kiện.","Vinfast Vinfast 5 Plus giờ cũng dễ mua hơn trước, đại lý giảm thêm 20 triệu kèm phụ kiện.",positive,giá cả,comment,"[""teencode""]",medium,curated-v2-g0291,curated-v2,approved
curated-v2-0292,"Ford Ranger Wildtrak đắt nhưng dựng lại bán vẫn cháy hàng, giá trị giữ tốt thật sự.","Ford Ranger Wildtrak đắt nhưng dựng lại bán vẫn cháy hàng, giá trị giữ tốt thật sự.",positive,giá cả,conversational,[],medium,curated-v2-g0292,curated-v2,approved
curated-v2-0293,"Toy ta Corolla Cross giữ giá ghê lắm, tôi bán xe 4 năm tuổi chỉ lỗ nhẹ so với xe mới.","Toyota ta Corolla Cross giữ giá ghê lắm, tôi bán xe 4 năm tuổi chỉ lỗ nhẹ so với xe mới.",positive,giá cả,conversational,"[""brand_alias""]",medium,curated-v2-g0293,curated-v2,approved
curated-v2-0294,"Mazda CX-5 đang có gói trả góp lãi suất 0%, mua lúc này nhẹ ví hẳn anh em ạ.","Mazda cũng-5 đang có gói trả góp lãi suất 0%, mua lúc này nhẹ ví hẳn anh em ạ.",positive,giá cả,conversational,[],easy,curated-v2-g0294,curated-v2,approved
curated-v2-0295,"Xe Vinfast xe miễn phí sạc 1 năm, tính ra tiết kiệm thêm chục triệu nữa đó.","Xe Vinfast xe miễn phí sạc 1 năm, tính ra tiết kiệm thêm chục triệu nữa đó.",positive,giá cả,comment,[],easy,curated-v2-g0295,curated-v2,approved
curated-v2-0296,"Đặt cọc Toyota Innova Cross chờ 2 tháng mới có xe, hãng chẳng giảm giá lấy một đồng.","Đặt cọc Toyota Innova Cross chờ 2 tháng mới có xe, hãng chẳng giảm giá lấy một đồng.",negative,giá cả,review,[],medium,curated-v2-g0296,curated-v2,approved
curated-v2-0297,"Vinfast VF 8 giá bản cao ngang xe sang Đức nhập, trong khi chất lượng hoàn thiện chưa tương xứng.","Vinfast Vinfast 8 giá bản cao ngang xe sang Đức nhập, trong khi chất lượng hoàn thiện chưa tương xứng.",negative,giá cả,review,[],medium,curated-v2-g0297,curated-v2,approved
curated-v2-0298,"Đại lý Hyundai trả giá trade-in xe cũ thấp hơn thị trường 30 triệu, nói giảm giá thật ra trừ vào đó.","Đại lý Hyundai trả giá trade-in xe cũ thấp hơn thị trường 30 triệu, nói giảm giá thật ra trừ vào đó.",negative,giá cả,review,[],hard,curated-v2-g0298,curated-v2,approved
curated-v2-0299,"Honda City bản cao giờ lăn bánh gần 620 triệu, tiền đó mua xe Nhật khác lớn hơn được rồi.","Honda City bản cao giờ lăn bánh gần 620 triệu, tiền đó mua xe Nhật khác lớn hơn được rồi.",negative,giá cả,review,[],easy,curated-v2-g0299,curated-v2,approved
curated-v2-0300,"Ford Territory mới ra mắt giá cao rồi 6 tháng sau giảm mạnh, người mua sớm thiệt thòi.","Ford Territory mới ra mắt giá cao rồi 6 tháng sau giảm mạnh, người mua sớm thiệt thòi.",negative,giá cả,review,[],medium,curated-v2-g0300,curated-v2,approved
curated-v2-0301,"Mercedes A200 đắt hơn BMW 218i tới 100 triệu mà trang bị chẳng hơn gì, tính lại thấy không đáng.","Mercedes A200 đắt hơn BMW 218i tới 100 triệu mà trang bị chẳng hơn gì, tính lại thấy không đáng.",negative,giá cả,comparison,[],medium,curated-v2-g0301,curated-v2,approved
curated-v2-0302,"Vinfast VF 7 giá chênh VF 6 tới 150 triệu nhưng khác biệt chủ yếu là size, hơi phí.","Vinfast Vinfast 7 giá chênh Vinfast 6 tới 150 triệu nhưng khác biệt chủ yếu là size, hơi phí.",negative,giá cả,comparison,[],medium,curated-v2-g0302,curated-v2,approved
curated-v2-0303,Kia Seltos bản cao gần 800 triệu trong khi Toyota Corolla Cross bản thấp rẻ hơn mà giữ giá hơn.,Kia Seltos bản cao gần 800 triệu trong khi Toyota Corolla Cross bản thấp rẻ hơn mà giữ giá hơn.,negative,giá cả,comparison,[],easy,curated-v2-g0303,curated-v2,approved
curated-v2-0304,"Toyota Camry hybrid giá cao hơn bản xăng 130 triệu, bao nhiêu năm tiết kiệm xăng mới hòa vốn được.","Toyota Camry hybrid giá cao hơn bản xăng 130 triệu, bao nhiêu năm tiết kiệm xăng mới hòa vốn được.",negative,giá cả,comparison,[],hard,curated-v2-g0304,curated-v2,approved
curated-v2-0305,"Mitsubishi Xforce ra giá hơi chát so với kỳ vọng, cùng tiền mua Xpander Cross còn dư.","Mitsubishi Xforce ra giá hơi chát so với kỳ vọng, cùng tiền mua Xpander Cross còn dư.",negative,giá cả,comment,[],easy,curated-v2-g0305,curated-v2,approved
curated-v2-0306,"Honda HR-V giá không giảm trong khi đối thủ giảm hết, hãng Nhật kỳ cục thật.","Honda HR-V giá không giảm trong khi đối thủ giảm hết, hãng Nhật kỳ cục thật.",negative,giá cả,comment,[],medium,curated-v2-g0306,curated-v2,approved
curated-v2-0307,"Vinfast VF 9 giá giờ cx đã mềm hơn trước nhưng vẫn trên 1.5 tỷ, người mua cần cân nhắc.","Vinfast Vinfast 9 giá giờ cũng đã mềm hơn trước nhưng vẫn trên 1.5 tỷ, người mua cần cân nhắc.",negative,giá cả,conversational,"[""teencode""]",medium,curated-v2-g0307,curated-v2,approved
curated-v2-0308,"Giá xe giờ down liên tục, mua sớm là lỗ ngay anh em tính kỹ nhé.","Giá xe giờ down liên tục, mua sớm là lỗ ngay anh em tính kỹ nhé.",negative,giá cả,conversational,[],easy,curated-v2-g0308,curated-v2,approved
curated-v2-0309,"Vinfast VF 6 đang bán giá niêm yết 750 triệu cho bản Plus, không kèm khuyến mãi.","Vinfast Vinfast 6 đang bán giá niêm yết 750 triệu cho bản Plus, không kèm khuyến mãi.",neutral,giá cả,review,[],easy,curated-v2-g0309,curated-v2,approved
curated-v2-0310,"Toyota Fortuner máy dầu bản cao niêm yết 1.335 triệu, tặng kèm phụ kiện cơ bản.","Toyota Fortuner máy dầu bản cao niêm yết 1.335 triệu, tặng kèm phụ kiện cơ bản.",neutral,giá cả,review,[],easy,curated-v2-g0310,curated-v2,approved
curated-v2-0311,"Chi phí sử dụng xe điện Vinfast gồm sạc và bảo dưỡng định kỳ, mỗi tháng khoảng 1 triệu.","Chi phí sử dụng xe điện Vinfast gồm sạc và bảo dưỡng định kỳ, mỗi tháng khoảng 1 triệu.",neutral,giá cả,review,[],medium,curated-v2-g0311,curated-v2,approved
curated-v2-0312,"Kia Carnival niêm yết 1.845 triệu bản Deluxe, đại lý thu thêm phí trước bạ hỗ trợ.","Kia Carnival niêm yết 1.845 triệu bản Deluxe, đại lý thu thêm phí trước bạ hỗ trợ.",neutral,giá cả,comment,[],easy,curated-v2-g0312,curated-v2,approved
curated-v2-0313,"Giá xe Mazda CX-8 biến động nhẹ theo quý, hiện chênh khoảng 20 triệu so với đầu năm.","Giá xe Mazda cũng-8 biến động nhẹ theo quý, hiện chênh khoảng 20 triệu so với đầu năm.",neutral,giá cả,conversational,[],medium,curated-v2-g0313,curated-v2,approved
curated-v2-0314,"Toy Vios bản trung lăn bánh 530 triệu, tùy đại lý tặng thêm đồ hoặc giảm tiền mặt.","Toyota Vios bản trung lăn bánh 530 triệu, tùy đại lý tặng thêm đồ hoặc giảm tiền mặt.",neutral,giá cả,conversational,"[""brand_alias""]",easy,curated-v2-g0314,curated-v2,approved
curated-v2-0315,"Giá xe Hyundai SantaFe Calligraphy là 1.155 triệu, thấp hơn đời cũ một chút.","Giá xe Hyundai SantaFe Calligraphy là 1.155 triệu, thấp hơn đời cũ một chút.",neutral,giá cả,question,[],easy,curated-v2-g0315,curated-v2,approved
curated-v2-0316,"Vinfast VF 7 bản Plus giá bao nhiêu lăn bánh đầy đủ, có trả góp 90% được không?","Vinfast Vinfast 7 bản Plus giá bao nhiêu lăn bánh đầy đủ, có trả góp 90% được không?",neutral,giá cả,question,[],easy,curated-v2-g0316,curated-v2,approved
curated-v2-0317,"Toyota Corolla Cross giảm giá được nhiều nhất bao nhiêu, mua cuối quý có rẻ hơn không mọi người?","Toyota Corolla Cross giảm giá được nhiều nhất bao nhiêu, mua cuối quý có rẻ hơn không mọi người?",neutral,giá cả,question,[],easy,curated-v2-g0317,curated-v2,approved
curated-v2-0318,"Kia K5 có bản nào dưới 800 triệu không, hay toàn bản cao thôi vậy anh em?","Kia K5 có bản nào dưới 800 triệu không, hay toàn bản cao thôi vậy anh em?",neutral,giá cả,question,[],easy,curated-v2-g0318,curated-v2,approved
curated-v2-0319,"Ford Everest máy dầu với máy xăng chênh giá bao nhiêu, đáng đầu tư máy dầu không?","Ford Everest máy dầu với máy xăng chênh giá bao nhiêu, đáng đầu tư máy dầu không?",neutral,giá cả,question,[],medium,curated-v2-g0319,curated-v2,approved
curated-v2-0320,"Honda City hay Toyota Vios giữ giá hơn, ai bán xe cũ rồi cho xin kinh nghiệm?","Honda City hay Toyota Vios giữ giá hơn, ai bán xe cũ rồi cho xin kinh nghiệm?",neutral,giá cả,question,[],easy,curated-v2-g0320,curated-v2,approved
curated-v2-0321,"Mercedes GLC 300 4MATIC niêm yết 2.599 triệu, giá thực tế tại đại lý bao nhiêu vậy?","Mercedes GLC 300 4MATIC niêm yết 2.599 triệu, giá thực tế tại đại lý bao nhiêu vậy?",neutral,giá cả,question,[],easy,curated-v2-g0321,curated-v2,approved
curated-v2-0322,"Vinfast VF 8 thuê pin hay mua đứt có lợi hơn, tính dài hạn thì sao mọi người?","Vinfast Vinfast 8 thuê pin hay mua đứt có lợi hơn, tính dài hạn thì sao mọi người?",neutral,giá cả,question,[],hard,curated-v2-g0322,curated-v2,approved
curated-v2-0323,Giá xe này ổn.,Giá xe này ổn.,neutral,giá cả,short,[],easy,curated-v2-g0323,curated-v2,approved
curated-v2-0324,Rẻ hơn đối thủ rõ.,Rẻ hơn đối thủ rõ.,positive,giá cả,short,[],easy,curated-v2-g0324,curated-v2,approved
curated-v2-0325,Đắt mà không đáng.,Đắt mà không đáng.,negative,giá cả,short,[],easy,curated-v2-g0325,curated-v2,approved
curated-v2-0326,"Giữ tiền tốt, bán lại lỗ ít.","Giữ tiền tốt, bán lại lỗ ít.",positive,giá cả,short,[],medium,curated-v2-g0326,curated-v2,approved
curated-v2-0327,"Giá cao, khuyến mãi ít 😡","Giá cao, khuyến mãi ít 😡",negative,giá cả,short,"[""emoji""]",easy,curated-v2-g0327,curated-v2,approved
curated-v2-0328,"Vinfast VF 7 giá ok, nhưng phí sạc trạm hơi cao.","Vinfast Vinfast 7 giá ok, nhưng phí sạc trạm hơi cao.",neutral,giá cả,short,[],medium,curated-v2-g0328,curated-v2,approved
curated-v2-0329,"Toy ta rẻ hơn nghĩ nhiều, quà tặng đủ.","Toyota ta rẻ hơn nghĩ nhiều, quà tặng đủ.",positive,giá cả,short,"[""brand_alias""]",easy,curated-v2-g0329,curated-v2,approved
curated-v2-0330,"Honda City giá giờ cx dễ chịu, trả góp nhẹ.","Honda City giá giờ cũng dễ chịu, trả góp nhẹ.",positive,giá cả,short,"[""teencode""]",medium,curated-v2-g0330,curated-v2,approved
curated-v2-0331,"Kia K3 xuống giá nhanh quáaa, người mua sớm lỗ to.","Kia K3 xuống giá nhanh quá, người mua sớm lỗ to.",negative,giá cả,short,"[""elongation""]",medium,curated-v2-g0331,curated-v2,approved
